Position,Expression
3.95625,1
6.19688,0.992126
6.2375,0.976378
6.24271,0.984252
6.24896,0.976378
6.28333,0.968504
6.28958,0.96063
6.34167,0.952756
6.37708,0.96063
6.40521,0.952756
6.41146,0.944882
6.44583,0.929134
6.52708,0.92126
6.53333,0.913386
6.57917,0.897638
6.61458,0.88189
6.64896,0.866142
6.68958,0.858268
6.70208,0.850394
6.73646,0.834646
6.78854,0.818898
6.79479,0.834646
6.8,0.818898
6.85208,0.811024
6.86458,0.80315
6.90521,0.795276
6.91667,0.787402
6.92188,0.795276
6.93333,0.80315
6.93958,0.795276
6.94479,0.787402
6.98021,0.771654
7.05,0.76378
7.06146,0.771654
7.06771,0.755906
7.13125,0.748031
7.1375,0.740157
7.19479,0.724409
7.3,0.708661
7.30521,0.716535
7.31667,0.724409
7.32292,0.708661
7.34063,0.716535
7.34583,0.708661
7.40417,0.700787
7.40937,0.708661
7.41563,0.692913
7.42708,0.700787
7.43333,0.708661
7.45625,0.692913
7.4625,0.708661
7.52604,0.700787
7.53125,0.692913
7.5375,0.700787
7.54375,0.692913
7.64271,0.685039
7.64792,0.692913
7.73542,0.677165
7.74062,0.685039
7.74688,0.677165
7.80521,0.669291
7.81667,0.661417
8.025,0.645669
8.03125,0.653543
8.03646,0.645669
8.06042,0.653543
8.06563,0.645669
8.10104,0.653543
8.10625,0.645669
8.15312,0.637795
8.15833,0.629921
8.19375,0.622047
8.20521,0.614173
8.28021,0.606299
8.28646,0.598425
8.39687,0.582677
8.40208,0.590551
8.40833,0.598425
8.44271,0.590551
8.44896,0.598425
8.45521,0.590551
8.46042,0.582677
8.46667,0.590551
8.47188,0.582677
8.47813,0.590551
8.49062,0.582677
8.49583,0.590551
8.50104,0.582677
8.57708,0.574803
8.58229,0.566929
8.58854,0.582677
8.59375,0.566929
8.6,0.574803
8.60521,0.582677
8.61771,0.574803
8.62917,0.582677
8.63438,0.574803
8.64583,0.566929
8.65833,0.574803
8.675,0.582677
8.68125,0.566929
8.87292,0.559055
8.89062,0.566929
8.89583,0.559055
8.90729,0.566929
8.91979,0.559055
8.925,0.551181
9.00625,0.559055
9.01771,0.551181
9.02917,0.559055
9.03542,0.551181
9.05833,0.559055
9.06458,0.551181
9.16354,0.543307
9.16875,0.551181
9.175,0.543307
9.18646,0.551181
9.19167,0.543307
9.22708,0.551181
9.23854,0.535433
9.24479,0.543307
9.25,0.551181
9.25625,0.535433
9.26146,0.543307
9.26771,0.535433
9.27292,0.543307
9.27917,0.535433
9.28542,0.543307
9.29063,0.535433
9.29688,0.543307
9.31354,0.535433
9.40729,0.519685
9.4125,0.527559
9.42396,0.519685
9.43542,0.527559
9.44167,0.519685
9.5,0.511811
9.50521,0.519685
9.51146,0.511811
9.51771,0.503937
9.53438,0.511811
9.54583,0.503937
9.70312,0.488189
9.71458,0.496063
9.71979,0.488189
9.74375,0.480315
9.74896,0.472441
9.79063,0.456693
9.79583,0.472441
9.80208,0.448819
9.80729,0.440945
9.85417,0.425197
9.85938,0.433071
9.86562,0.425197
9.90625,0.409449
9.95312,0.401575
9.95833,0.393701
9.96354,0.401575
9.98125,0.393701
10.0167,0.401575
10.0219,0.393701
10.0625,0.385827
10.074,0.377953
10.15,0.370079
10.1615,0.377953
10.1677,0.370079
10.1792,0.362205
10.1844,0.370079
10.1969,0.362205
10.2198,0.370079
10.2375,0.362205
10.2427,0.370079
10.249,0.362205
10.3187,0.354331
10.324,0.346457
10.3885,0.330709
10.3938,0.346457
10.399,0.338583
10.4052,0.346457
10.4115,0.338583
10.4281,0.330709
10.5563,0.314961
10.6198,0.307087
10.626,0.299213
10.7479,0.307087
10.7531,0.299213
10.7708,0.307087
10.7771,0.299213
10.8583,0.291339
10.8635,0.299213
10.8812,0.291339
10.8875,0.299213
10.8927,0.291339
10.899,0.299213
10.9042,0.291339
10.9167,0.283465
10.9333,0.291339
10.9573,0.283465
10.9625,0.291339
10.9854,0.283465
10.9917,0.291339
10.9969,0.299213
11.0031,0.291339
11.0094,0.283465
11.0146,0.291339
11.0208,0.283465
11.0844,0.267717
11.0906,0.275591
11.0958,0.267717
11.1365,0.259843
11.1542,0.251969
11.2177,0.244094
11.224,0.23622
11.2531,0.220472
11.276,0.204724
11.3167,0.188976
11.351,0.173228
11.3812,0.165354
11.3865,0.15748
11.4094,0.141732
11.4385,0.125984
11.4615,0.110236
11.5198,0.102362
11.5427,0.0944882
11.6188,0.0787402
11.7292,0.0708661
11.7344,0.0629921
11.8104,0.0472441
11.8281,0.0314961
11.8448,0.015748
11.8573,0
