Position,Expression
0.0,0.0
0.010101010101010102,0.10147804940424399
0.020202020202020204,0.13762497573300653
0.030303030303030304,0.15287062772407828
0.04040404040404041,0.15996412354175316
0.05050505050505051,0.16265068621981246
0.06060606060606061,0.16844515715750275
0.07070707070707072,0.1796720629852466
0.08080808080808081,0.19244800144839438
0.09090909090909091,0.19984698179629415
0.10101010101010102,0.2064383405154953
0.11111111111111112,0.20487797859180445
0.12121212121212122,0.20174022674014003
0.13131313131313133,0.20047943789625405
0.14141414141414144,0.19748142973071467
0.15151515151515152,0.1935226308941612
0.16161616161616163,0.19125253893493985
0.17171717171717174,0.18971291826997014
0.18181818181818182,0.1869079559743593
0.19191919191919193,0.18569356847759164
0.20202020202020204,0.1838309840211771
0.21212121212121213,0.18143135352204653
0.22222222222222224,0.1788351218269266
0.23232323232323235,0.178334457419394
0.24242424242424243,0.17781360382317363
0.25252525252525254,0.1803443193887232
0.26262626262626265,0.18132591340932513
0.27272727272727276,0.17993139419115767
0.2828282828282829,0.1818059166990425
0.29292929292929293,0.1789953158626927
0.30303030303030304,0.18250180406689098
0.31313131313131315,0.18263921454365142
0.32323232323232326,0.1851962136165234
0.33333333333333337,0.1873435711039944
0.3434343434343435,0.18679522580719438
0.3535353535353536,0.1877238942099625
0.36363636363636365,0.18802910921584434
0.37373737373737376,0.18678684335206996
0.38383838383838387,0.1876422706386286
0.393939393939394,0.18989382715220723
0.4040404040404041,0.19174077397615513
0.4141414141414142,0.19364305721850786
0.42424242424242425,0.19041303115012734
0.43434343434343436,0.19107892937152549
0.4444444444444445,0.19023681399488598
0.4545454545454546,0.1933241467486361
0.4646464646464647,0.19336749873773018
0.4747474747474748,0.19504922364179428
0.48484848484848486,0.19821992782896775
0.494949494949495,0.1986265786105124
0.5050505050505051,0.19950592186130162
0.5151515151515152,0.19873382943446816
0.5252525252525253,0.20231052703400368
0.5353535353535354,0.20251963267786913
0.5454545454545455,0.2044275444199427
0.5555555555555556,0.2067467489386128
0.5656565656565657,0.20575221589430148
0.5757575757575758,0.2094305495279273
0.5858585858585859,0.2106652030292094
0.595959595959596,0.2092844186809801
0.6060606060606061,0.21256983576673272
0.6161616161616162,0.21421765843031734
0.6262626262626263,0.21320008044886363
0.6363636363636365,0.21299573414800332
0.6464646464646465,0.2119568453351981
0.6565656565656566,0.21320495129625922
0.6666666666666667,0.2130116422917279
0.6767676767676768,0.21568253208706187
0.686868686868687,0.21740282496359245
0.696969696969697,0.21885270042617294
0.7070707070707072,0.2187351440020911
0.7171717171717172,0.22063665186470463
0.7272727272727273,0.21863692633083953
0.7373737373737375,0.22190049053791547
0.7474747474747475,0.22104894716784815
0.7575757575757577,0.2237518618638592
0.7676767676767677,0.22342227092666353
0.7777777777777778,0.22483558567797055
0.787878787878788,0.22310925945145904
0.797979797979798,0.2257052134372889
0.8080808080808082,0.22366670418110257
0.8181818181818182,0.22468646709758283
0.8282828282828284,0.22467936936914845
0.8383838383838385,0.22663717323807203
0.8484848484848485,0.22381985437068963
0.8585858585858587,0.22447151009837074
0.8686868686868687,0.22446558363309438
0.8787878787878789,0.22336656932440227
0.888888888888889,0.22347680208054058
0.8989898989898991,0.223793495172668
0.9090909090909092,0.22142898326207144
0.9191919191919192,0.21874002711221852
0.9292929292929294,0.21728312137343692
0.9393939393939394,0.21448179156336628
0.9494949494949496,0.21431886264659555
0.9595959595959597,0.21009824503416408
0.9696969696969697,0.20222274715754882
0.9797979797979799,0.17798910279678276
0.98989898989899,0.15797695735099343
1.0,0.0
