Position,Expression
0.0,0.49853717908734363
0.010101010101010102,0.9928822580565649
0.020202020202020204,0.9994829885697746
0.030303030303030304,0.9990996771608143
0.04040404040404041,0.9987169192787374
0.05050505050505051,0.9971204292193974
0.06060606060606061,0.9954371590381403
0.07070707070707072,0.9942921561646234
0.08080808080808081,0.9936283531351717
0.09090909090909091,0.9928224142406622
0.10101010101010102,0.9925750767853633
0.11111111111111112,0.9918817250954618
0.12121212121212122,0.9911234696547107
0.13131313131313133,0.9905077132227142
0.14141414141414144,0.9899399686163715
0.15151515151515152,0.9892889204492357
0.16161616161616163,0.9880849726657621
0.17171717171717174,0.9862931413774778
0.18181818181818182,0.9846166127712699
0.19191919191919193,0.9831911911243446
0.20202020202020204,0.9819578586716867
0.21212121212121213,0.9805834988688409
0.22222222222222224,0.9792243427968843
0.23232323232323235,0.9773578944323524
0.24242424242424243,0.9748897648493298
0.25252525252525254,0.9727284558839152
0.26262626262626265,0.9694843413358565
0.27272727272727276,0.9667915055605386
0.2828282828282829,0.9639010647656083
0.29292929292929293,0.955027332743859
0.30303030303030304,0.9450773100407112
0.31313131313131315,0.9179595221549526
0.32323232323232326,0.8941262886732646
0.33333333333333337,0.8801792842063312
0.3434343434343435,0.8490443882739693
0.3535353535353536,0.8208353002496329
0.36363636363636365,0.7943601108768636
0.37373737373737376,0.7691955685248796
0.38383838383838387,0.7503049142313749
0.393939393939394,0.7298873696410991
0.4040404040404041,0.7113324125714838
0.4141414141414142,0.6999994086447736
0.42424242424242425,0.6905418556781374
0.43434343434343436,0.6813071128663843
0.4444444444444445,0.6689918287195942
0.4545454545454546,0.6550383498388532
0.4646464646464647,0.6483959506514312
0.4747474747474748,0.6456458163565297
0.48484848484848486,0.6301647597160074
0.494949494949495,0.6151165359191059
0.5050505050505051,0.6042490730044828
0.5151515151515152,0.5948278102858707
0.5252525252525253,0.5899880344737303
0.5353535353535354,0.5791861916369679
0.5454545454545455,0.5688937425443366
0.5555555555555556,0.5582592439204342
0.5656565656565657,0.546999525782999
0.5757575757575758,0.5419062430088426
0.5858585858585859,0.5251218558941886
0.595959595959596,0.5139903395454062
0.6060606060606061,0.5070090609391614
0.6161616161616162,0.5001179839255373
0.6262626262626263,0.4888780192121969
0.6363636363636365,0.48154345545153243
0.6464646464646465,0.47537257143157113
0.6565656565656566,0.46945106308038076
0.6666666666666667,0.46279247400955903
0.6767676767676768,0.45868982590051266
0.686868686868687,0.4433150425590429
0.696969696969697,0.42985547476426644
0.7070707070707072,0.41665526678584475
0.7171717171717172,0.40544804182640887
0.7272727272727273,0.398894168983092
0.7373737373737375,0.391897878357836
0.7474747474747475,0.38232419016838304
0.7575757575757577,0.3699510276517254
0.7676767676767677,0.36459202406637226
0.7777777777777778,0.35235895327708266
0.787878787878788,0.34054333501389134
0.797979797979798,0.3378039766418758
0.8080808080808082,0.3324078476341472
0.8181818181818182,0.32427028537941344
0.8282828282828284,0.3174399177052609
0.8383838383838385,0.3114117047553992
0.8484848484848485,0.3011264440032537
0.8585858585858587,0.29334609574845655
0.8686868686868687,0.2880521847428867
0.8787878787878789,0.2831127672778339
0.888888888888889,0.27023275904349275
0.8989898989898991,0.2617447298134894
0.9090909090909092,0.25329805715306863
0.9191919191919192,0.23989301236338514
0.9292929292929294,0.22962180831832313
0.9393939393939394,0.2130928923965807
0.9494949494949496,0.19413433626776072
0.9595959595959597,0.17852956438154297
0.9696969696969697,0.15202803497387665
0.9797979797979799,0.13206884369763194
0.98989898989899,0.0932685021287015
1.0,0.0
